11.07.2017 00:00;0
11.07.2017 00:05;0
11.07.2017 00:10;0
11.07.2017 00:15;0
11.07.2017 00:20;0
11.07.2017 00:25;0
11.07.2017 00:30;0
11.07.2017 00:35;0
11.07.2017 00:40;0
11.07.2017 00:45;0
11.07.2017 00:50;0
11.07.2017 00:55;0
11.07.2017 01:00;0
11.07.2017 01:05;0
11.07.2017 01:10;0
11.07.2017 01:15;0
11.07.2017 01:20;0
11.07.2017 01:25;0
11.07.2017 01:30;0
11.07.2017 01:35;0
11.07.2017 01:40;0
11.07.2017 01:45;0
11.07.2017 01:50;0
11.07.2017 01:55;0
11.07.2017 02:00;0
11.07.2017 02:05;0
11.07.2017 02:10;0
11.07.2017 02:15;0
11.07.2017 02:20;0
11.07.2017 02:25;0
11.07.2017 02:30;0
11.07.2017 02:35;0
11.07.2017 02:40;0
11.07.2017 02:45;0
11.07.2017 02:50;0
11.07.2017 02:55;0
11.07.2017 03:00;0
11.07.2017 03:05;0
11.07.2017 03:10;0
11.07.2017 03:15;0
11.07.2017 03:20;0
11.07.2017 03:25;0
11.07.2017 03:30;0
11.07.2017 03:35;0
11.07.2017 03:40;0
11.07.2017 03:45;0
11.07.2017 03:50;0
11.07.2017 03:55;0
11.07.2017 04:00;0
11.07.2017 04:05;0
11.07.2017 04:10;0
11.07.2017 04:15;0
11.07.2017 04:20;0
11.07.2017 04:25;0
11.07.2017 04:30;0
11.07.2017 04:35;0
11.07.2017 04:40;0
11.07.2017 04:45;0
11.07.2017 04:50;0
11.07.2017 04:55;0
11.07.2017 05:00;0
11.07.2017 05:05;0
11.07.2017 05:10;0
11.07.2017 05:15;0
11.07.2017 05:20;0
11.07.2017 05:25;0
11.07.2017 05:30;0
11.07.2017 05:35;0
11.07.2017 05:40;0
11.07.2017 05:45;0
11.07.2017 05:50;0
11.07.2017 05:55;402
11.07.2017 06:00;0
11.07.2017 06:05;365
11.07.2017 06:10;363
11.07.2017 06:15;363
11.07.2017 06:20;364
11.07.2017 06:25;364
11.07.2017 06:30;410
11.07.2017 06:35;364
11.07.2017 06:40;363
11.07.2017 06:45;365
11.07.2017 06:50;364
11.07.2017 06:55;364
11.07.2017 07:00;456
11.07.2017 07:05;546
11.07.2017 07:10;591
11.07.2017 07:15;635
11.07.2017 07:20;954
11.07.2017 07:25;908
11.07.2017 07:30;816
11.07.2017 07:35;1,042
11.07.2017 07:40;861
11.07.2017 07:45;1,681
11.07.2017 07:50;3,061
11.07.2017 07:55;2,368
11.07.2017 08:00;1,593
11.07.2017 08:05;1,227
11.07.2017 08:10;1,455
11.07.2017 08:15;1,044
11.07.2017 08:20;1,044
11.07.2017 08:25;2,095
11.07.2017 08:30;1,683
11.07.2017 08:35;1,453
11.07.2017 08:40;1,683
11.07.2017 08:45;2,365
11.07.2017 08:50;2,361
11.07.2017 08:55;2,271
11.07.2017 09:00;1,315
11.07.2017 09:05;1,041
11.07.2017 09:10;1,268
11.07.2017 09:15;3,378
11.07.2017 09:20;2,540
11.07.2017 09:25;2,771
11.07.2017 09:30;2,361
11.07.2017 09:35;7,598
11.07.2017 09:40;6,338
11.07.2017 09:45;2,867
11.07.2017 09:50;2,908
11.07.2017 09:55;3,452
11.07.2017 10:00;2,767
11.07.2017 10:05;2,766
11.07.2017 10:10;2,950
11.07.2017 10:15;2,675
11.07.2017 10:20;3,720
11.07.2017 10:25;3,025
11.07.2017 10:30;2,901
11.07.2017 10:35;6,154
11.07.2017 10:40;8,531
11.07.2017 10:45;6,539
11.07.2017 10:50;5,247
11.07.2017 10:55;8,748
11.07.2017 11:00;9,398
11.07.2017 11:05;7,903
11.07.2017 11:10;2,701
11.07.2017 11:15;4,093
11.07.2017 11:20;3,746
11.07.2017 11:25;3,425
11.07.2017 11:30;3,756
11.07.2017 11:35;4,766
11.07.2017 11:40;3,434
11.07.2017 11:45;3,570
11.07.2017 11:50;4,913
11.07.2017 11:55;5,957
11.07.2017 12:00;7,153
11.07.2017 12:05;3,716
11.07.2017 12:10;5,923
11.07.2017 12:15;3,709
11.07.2017 12:20;3,582
11.07.2017 12:25;3,857
