16.05.2017 00:00;4.354525316;;;;
16.05.2017 00:01;2.639683544;;;;
16.05.2017 00:02;1.967078059;;;;
16.05.2017 00:03;0.711170886;;;;
16.05.2017 00:04;1.729883966;;;;
16.05.2017 00:05;3.088892405;;;;
16.05.2017 00:06;2.631476793;;;;
16.05.2017 00:07;2.020221519;;;;
16.05.2017 00:08;1.390369198;;;;
16.05.2017 00:09;0.823934599;;;;
16.05.2017 00:10;1.069778481;;;;
16.05.2017 00:11;1.992130802;;;;
16.05.2017 00:12;2.61185654;;;;
16.05.2017 00:13;1.739936709;;;;
16.05.2017 00:14;1.49649789;;;;
16.05.2017 00:15;0.652099156;;;;
16.05.2017 00:16;0.196603376;;;;
16.05.2017 00:17;0.196508439;;;;
16.05.2017 00:18;0.182531646;;;;
16.05.2017 00:19;0.409367089;;;;
16.05.2017 00:20;0.727204641;;;;
16.05.2017 00:21;0.694208861;;;;
16.05.2017 00:22;0.576729958;;;;
16.05.2017 00:23;0.476677215;;;;
16.05.2017 00:24;0.678206751;;;;
16.05.2017 00:25;0.721297468;;;;
16.05.2017 00:26;1.328565401;;;;
16.05.2017 00:27;1.473797468;;;;
16.05.2017 00:28;1.504599156;;;;
16.05.2017 00:29;1.52407173;;;;
16.05.2017 00:30;2.25521097;;;;
16.05.2017 00:31;2.610696203;;;;
16.05.2017 00:32;2.50649789;;;;
16.05.2017 00:33;2.543850211;;;;
16.05.2017 00:34;1.790907173;;;;
16.05.2017 00:35;2.866909283;;;;
16.05.2017 00:36;2.905094937;;;;
16.05.2017 00:37;2.562911392;;;;
16.05.2017 00:38;2.784367089;;;;
16.05.2017 00:39;3.228765823;;;;
16.05.2017 00:40;2.87492616;;;;
16.05.2017 00:41;2.336402954;;;;
16.05.2017 00:42;2.068850211;;;;
16.05.2017 00:43;2.074187764;;;;
16.05.2017 00:44;2.06;;;;
16.05.2017 00:45;2.125622363;;;;
16.05.2017 00:46;2.376803797;;;;
16.05.2017 00:47;2.54914557;;;;
16.05.2017 00:48;2.222436709;;;;
16.05.2017 00:49;1.832394515;;;;
16.05.2017 00:50;1.802194093;;;;
16.05.2017 00:51;1.720084388;;;;
