Datum/Zeit;Strom in KW;Gasbezug in KW;Wärmeleistung in KW
17:00:00;-765;1846.34192410323;-2580.5412371134
17:00:10;-318;0;-2611.37702503682
17:00:20;237;0;-2642.21281296024
17:00:30;304;0;-2673.04860088365
17:00:40;88;0;-2703.88438880707
17:00:50;88;0;-2734.72017673049
17:01:00;88;0;-2796.39175257732
17:02:00;88;0;-2535.4381443299
17:03:00;88;0;-1926.54639175258
17:04:00;88;0;-1008.37628865979
17:05:00;88;0;-524.8
